18/03/2022 11:38:21 3: Training loss is: 2.638; Testing loss is: 8.007
18/03/2022 18:58:05 4: Training loss is: 0.008; Testing loss is: 0.071
18/03/2022 18:59:26 4: Training loss is: 0.006; Testing loss is: 0.110
18/03/2022 19:01:05 4: Training loss is: 0.020; Testing loss is: 0.005
18/03/2022 19:02:49 4: Training loss is: 0.009; Testing loss is: 0.034
18/03/2022 19:04:46 4: Training loss is: 0.013; Testing loss is: 0.047
18/03/2022 19:06:51 4: Training loss is: 0.016; Testing loss is: 0.008
18/03/2022 19:09:14 4: Training loss is: 0.016; Testing loss is: 0.015
18/03/2022 19:11:45 4: Training loss is: 0.003; Testing loss is: 0.035
18/03/2022 19:14:33 4: Training loss is: 0.017; Testing loss is: 0.041
18/03/2022 19:17:34 4: Training loss is: 0.021; Testing loss is: 0.019
18/03/2022 19:20:46 4: Training loss is: 0.008; Testing loss is: 0.013
18/03/2022 19:24:08 4: Training loss is: 0.021; Testing loss is: 0.028
18/03/2022 19:27:46 4: Training loss is: 0.009; Testing loss is: 0.014
18/03/2022 19:31:32 4: Training loss is: 0.007; Testing loss is: 0.021
18/03/2022 19:35:35 4: Training loss is: 0.019; Testing loss is: 0.051
18/03/2022 19:40:02 4: Training loss is: 0.006; Testing loss is: 0.056
18/03/2022 19:44:36 4: Training loss is: 0.016; Testing loss is: 0.004
18/03/2022 19:49:16 4: Training loss is: 0.021; Testing loss is: 0.005
18/03/2022 19:54:19 4: Training loss is: 0.008; Testing loss is: 0.048
18/03/2022 19:59:30 4: Training loss is: 0.005; Testing loss is: 0.020
18/03/2022 20:05:10 4: Training loss is: 0.011; Testing loss is: 0.021
18/03/2022 20:11:12 4: Training loss is: 0.015; Testing loss is: 0.024
18/03/2022 20:17:14 4: Training loss is: 0.015; Testing loss is: 0.093
18/03/2022 20:23:44 4: Training loss is: 0.019; Testing loss is: 0.304
18/03/2022 20:30:32 4: Training loss is: 0.030; Testing loss is: 0.021
18/03/2022 20:37:30 4: Training loss is: 0.003; Testing loss is: 0.010
18/03/2022 20:44:45 4: Training loss is: 0.017; Testing loss is: 0.009
18/03/2022 20:52:10 4: Training loss is: 0.025; Testing loss is: 0.022
18/03/2022 20:59:54 4: Training loss is: 0.027; Testing loss is: 0.007
18/03/2022 21:07:35 4: Training loss is: 0.022; Testing loss is: 0.023
18/03/2022 21:15:39 4: Training loss is: 0.026; Testing loss is: 0.009
18/03/2022 21:23:39 4: Training loss is: 0.008; Testing loss is: 0.017
18/03/2022 21:31:43 4: Training loss is: 0.003; Testing loss is: 0.015
18/03/2022 21:39:41 4: Training loss is: 0.014; Testing loss is: 0.025
18/03/2022 21:48:35 4: Training loss is: 0.017; Testing loss is: 0.012
18/03/2022 21:57:52 4: Training loss is: 0.012; Testing loss is: 0.011
18/03/2022 22:07:26 4: Training loss is: 0.012; Testing loss is: 0.103
18/03/2022 22:17:06 4: Training loss is: 0.008; Testing loss is: 0.008
18/03/2022 22:27:08 4: Training loss is: 0.012; Testing loss is: 0.031
18/03/2022 22:37:20 4: Training loss is: 0.023; Testing loss is: 0.030
18/03/2022 22:47:50 4: Training loss is: 0.009; Testing loss is: 0.101
18/03/2022 22:58:18 4: Training loss is: 0.013; Testing loss is: 0.050
18/03/2022 23:08:37 4: Training loss is: 0.018; Testing loss is: 0.019
18/03/2022 23:18:44 4: Training loss is: 0.009; Testing loss is: 0.295
18/03/2022 23:29:21 4: Training loss is: 0.015; Testing loss is: 0.031
18/03/2022 23:40:05 4: Training loss is: 0.006; Testing loss is: 0.028
18/03/2022 23:51:30 4: Training loss is: 0.006; Testing loss is: 0.040
19/03/2022 00:03:29 4: Training loss is: 0.010; Testing loss is: 0.127
19/03/2022 00:15:29 4: Training loss is: 0.003; Testing loss is: 0.061
19/03/2022 00:27:31 4: Training loss is: 0.031; Testing loss is: 0.013
19/03/2022 00:39:20 4: Training loss is: 0.013; Testing loss is: 0.030
19/03/2022 00:51:18 4: Training loss is: 0.004; Testing loss is: 0.081
19/03/2022 01:03:55 4: Training loss is: 0.005; Testing loss is: 0.045
19/03/2022 01:17:22 4: Training loss is: 0.018; Testing loss is: 0.083
19/03/2022 01:30:21 4: Training loss is: 0.024; Testing loss is: 0.056
19/03/2022 01:42:59 4: Training loss is: 0.012; Testing loss is: 0.027
19/03/2022 01:55:56 4: Training loss is: 0.014; Testing loss is: 0.009
19/03/2022 02:09:02 4: Training loss is: 0.009; Testing loss is: 0.037
19/03/2022 02:22:29 4: Training loss is: 0.005; Testing loss is: 0.064
19/03/2022 02:23:17 5: Training loss is: 0.603; Testing loss is: 7.269
19/03/2022 02:24:22 5: Training loss is: 0.010; Testing loss is: 0.009
19/03/2022 02:25:41 5: Training loss is: 0.015; Testing loss is: 0.005
19/03/2022 02:27:20 5: Training loss is: 0.006; Testing loss is: 0.084
19/03/2022 02:29:09 5: Training loss is: 0.023; Testing loss is: 0.009
19/03/2022 02:31:16 5: Training loss is: 0.009; Testing loss is: 0.034
19/03/2022 02:33:33 5: Training loss is: 0.004; Testing loss is: 0.025
19/03/2022 02:36:10 5: Training loss is: 0.016; Testing loss is: 0.087
19/03/2022 02:38:56 5: Training loss is: 0.014; Testing loss is: 0.034
19/03/2022 02:42:00 5: Training loss is: 0.013; Testing loss is: 0.012
19/03/2022 02:45:14 5: Training loss is: 0.017; Testing loss is: 0.052
19/03/2022 02:48:46 5: Training loss is: 0.003; Testing loss is: 0.128
19/03/2022 02:52:27 5: Training loss is: 0.013; Testing loss is: 0.037
19/03/2022 02:56:28 5: Training loss is: 0.009; Testing loss is: 0.020
19/03/2022 03:00:38 5: Training loss is: 0.015; Testing loss is: 0.008
19/03/2022 03:05:06 5: Training loss is: 0.033; Testing loss is: 0.008
19/03/2022 03:09:25 5: Training loss is: 0.018; Testing loss is: 0.004
19/03/2022 03:13:54 5: Training loss is: 0.003; Testing loss is: 0.007
19/03/2022 03:18:32 5: Training loss is: 0.007; Testing loss is: 0.030
19/03/2022 03:23:29 5: Training loss is: 0.013; Testing loss is: 0.231
19/03/2022 03:29:03 5: Training loss is: 0.005; Testing loss is: 0.010
19/03/2022 03:34:54 5: Training loss is: 0.008; Testing loss is: 0.102
19/03/2022 03:40:56 5: Training loss is: 0.009; Testing loss is: 0.031
19/03/2022 03:47:03 5: Training loss is: 0.021; Testing loss is: 0.030
19/03/2022 03:52:56 5: Training loss is: 0.010; Testing loss is: 0.075
19/03/2022 03:59:05 5: Training loss is: 0.017; Testing loss is: 0.032
19/03/2022 04:05:58 5: Training loss is: 0.023; Testing loss is: 0.007
19/03/2022 04:13:11 5: Training loss is: 0.021; Testing loss is: 0.016
19/03/2022 04:20:36 5: Training loss is: 0.023; Testing loss is: 0.036
19/03/2022 04:27:36 5: Training loss is: 0.006; Testing loss is: 0.015
19/03/2022 04:34:44 5: Training loss is: 0.014; Testing loss is: 0.007
19/03/2022 04:42:15 5: Training loss is: 0.010; Testing loss is: 0.009
19/03/2022 04:50:03 5: Training loss is: 0.008; Testing loss is: 0.090
19/03/2022 04:58:10 5: Training loss is: 0.014; Testing loss is: 0.032
19/03/2022 05:06:39 5: Training loss is: 0.004; Testing loss is: 0.040
19/03/2022 05:15:45 5: Training loss is: 0.013; Testing loss is: 0.015
19/03/2022 05:24:11 5: Training loss is: 0.018; Testing loss is: 0.035
19/03/2022 05:33:15 5: Training loss is: 0.015; Testing loss is: 0.037
19/03/2022 05:42:22 5: Training loss is: 0.013; Testing loss is: 0.006
19/03/2022 05:52:26 5: Training loss is: 0.011; Testing loss is: 0.023
19/03/2022 06:02:00 5: Training loss is: 0.004; Testing loss is: 0.096
19/03/2022 06:11:54 5: Training loss is: 0.015; Testing loss is: 0.048
19/03/2022 06:21:34 5: Training loss is: 0.006; Testing loss is: 0.049
19/03/2022 06:31:31 5: Training loss is: 0.022; Testing loss is: 0.007
19/03/2022 06:41:36 5: Training loss is: 0.018; Testing loss is: 0.012
19/03/2022 06:51:57 5: Training loss is: 0.007; Testing loss is: 0.161
19/03/2022 07:02:27 5: Training loss is: 0.019; Testing loss is: 0.045
19/03/2022 07:13:13 5: Training loss is: 0.010; Testing loss is: 0.006
19/03/2022 07:24:07 5: Training loss is: 0.005; Testing loss is: 0.180
19/03/2022 07:35:52 5: Training loss is: 0.018; Testing loss is: 0.014
19/03/2022 07:48:03 5: Training loss is: 0.024; Testing loss is: 0.005
19/03/2022 08:00:00 5: Training loss is: 0.007; Testing loss is: 0.033
19/03/2022 08:12:08 5: Training loss is: 0.009; Testing loss is: 0.012
19/03/2022 08:24:11 5: Training loss is: 0.017; Testing loss is: 0.007
19/03/2022 08:36:24 5: Training loss is: 0.021; Testing loss is: 0.032
19/03/2022 08:48:57 5: Training loss is: 0.006; Testing loss is: 0.008
19/03/2022 09:01:56 5: Training loss is: 0.018; Testing loss is: 0.009
19/03/2022 09:15:10 5: Training loss is: 0.015; Testing loss is: 0.077
19/03/2022 09:28:42 5: Training loss is: 0.003; Testing loss is: 0.063
19/03/2022 09:42:15 5: Training loss is: 0.030; Testing loss is: 0.011
19/03/2022 09:43:02 6: Training loss is: 3.305; Testing loss is: 6.111
19/03/2022 09:44:08 6: Training loss is: 0.003; Testing loss is: 0.017
19/03/2022 09:45:22 6: Training loss is: 0.015; Testing loss is: 0.004
19/03/2022 09:46:53 6: Training loss is: 0.012; Testing loss is: 0.008
19/03/2022 09:48:39 6: Training loss is: 0.014; Testing loss is: 0.041
19/03/2022 09:50:47 6: Training loss is: 0.023; Testing loss is: 0.043
19/03/2022 09:53:05 6: Training loss is: 0.007; Testing loss is: 0.108
19/03/2022 09:55:41 6: Training loss is: 0.007; Testing loss is: 0.014
19/03/2022 09:58:25 6: Training loss is: 0.005; Testing loss is: 0.041
19/03/2022 10:01:23 6: Training loss is: 0.013; Testing loss is: 0.049
19/03/2022 10:04:37 6: Training loss is: 0.021; Testing loss is: 0.021
19/03/2022 10:07:52 6: Training loss is: 0.016; Testing loss is: 0.019
19/03/2022 10:11:30 6: Training loss is: 0.010; Testing loss is: 0.059
19/03/2022 10:15:18 6: Training loss is: 0.018; Testing loss is: 0.007
19/03/2022 10:19:26 6: Training loss is: 0.014; Testing loss is: 0.027
19/03/2022 10:23:54 6: Training loss is: 0.009; Testing loss is: 0.011
19/03/2022 10:28:32 6: Training loss is: 0.030; Testing loss is: 0.016
19/03/2022 10:33:30 6: Training loss is: 0.014; Testing loss is: 0.047
19/03/2022 10:38:35 6: Training loss is: 0.017; Testing loss is: 0.016
19/03/2022 10:43:51 6: Training loss is: 0.004; Testing loss is: 0.027
19/03/2022 10:48:55 6: Training loss is: 0.011; Testing loss is: 0.010
19/03/2022 10:54:14 6: Training loss is: 0.011; Testing loss is: 0.012
19/03/2022 10:59:41 6: Training loss is: 0.025; Testing loss is: 0.101
19/03/2022 11:05:26 6: Training loss is: 0.002; Testing loss is: 0.074
19/03/2022 11:11:18 6: Training loss is: 0.025; Testing loss is: 0.013
19/03/2022 11:17:29 6: Training loss is: 0.003; Testing loss is: 0.080
19/03/2022 11:23:48 6: Training loss is: 0.005; Testing loss is: 0.073
19/03/2022 11:30:23 6: Training loss is: 0.031; Testing loss is: 0.005
19/03/2022 11:37:08 6: Training loss is: 0.029; Testing loss is: 0.007
19/03/2022 11:44:28 6: Training loss is: 0.012; Testing loss is: 0.021
19/03/2022 11:51:38 6: Training loss is: 0.007; Testing loss is: 0.014
19/03/2022 11:59:05 6: Training loss is: 0.003; Testing loss is: 0.024
19/03/2022 12:06:40 6: Training loss is: 0.017; Testing loss is: 0.045
19/03/2022 12:14:31 6: Training loss is: 0.013; Testing loss is: 0.036
19/03/2022 12:22:31 6: Training loss is: 0.004; Testing loss is: 0.024
19/03/2022 12:30:49 6: Training loss is: 0.008; Testing loss is: 0.019
19/03/2022 12:39:15 6: Training loss is: 0.014; Testing loss is: 0.012
19/03/2022 12:47:58 6: Training loss is: 0.006; Testing loss is: 0.006
19/03/2022 12:56:53 6: Training loss is: 0.014; Testing loss is: 0.018
19/03/2022 13:06:55 6: Training loss is: 0.008; Testing loss is: 0.046
19/03/2022 13:17:07 6: Training loss is: 0.020; Testing loss is: 0.006
19/03/2022 13:27:14 6: Training loss is: 0.013; Testing loss is: 0.008
19/03/2022 13:36:54 6: Training loss is: 0.003; Testing loss is: 0.009
19/03/2022 13:47:31 6: Training loss is: 0.007; Testing loss is: 0.047
19/03/2022 13:57:53 6: Training loss is: 0.014; Testing loss is: 0.046
19/03/2022 14:08:18 6: Training loss is: 0.001; Testing loss is: 0.507
19/03/2022 14:19:05 6: Training loss is: 0.023; Testing loss is: 0.039
19/03/2022 14:30:08 6: Training loss is: 0.007; Testing loss is: 0.218
19/03/2022 14:41:33 6: Training loss is: 0.016; Testing loss is: 0.050
19/03/2022 14:52:49 6: Training loss is: 0.022; Testing loss is: 0.031
19/03/2022 15:04:11 6: Training loss is: 0.020; Testing loss is: 0.006
19/03/2022 15:15:50 6: Training loss is: 0.018; Testing loss is: 0.005
19/03/2022 15:27:39 6: Training loss is: 0.012; Testing loss is: 0.028
19/03/2022 15:39:43 6: Training loss is: 0.040; Testing loss is: 0.003
19/03/2022 15:51:57 6: Training loss is: 0.004; Testing loss is: 0.060
19/03/2022 16:04:28 6: Training loss is: 0.016; Testing loss is: 0.006
19/03/2022 16:17:08 6: Training loss is: 0.018; Testing loss is: 0.012
19/03/2022 16:30:05 6: Training loss is: 0.014; Testing loss is: 0.016
19/03/2022 16:43:12 6: Training loss is: 0.027; Testing loss is: 0.045
19/03/2022 16:56:42 6: Training loss is: 0.032; Testing loss is: 0.003
19/03/2022 16:57:29 7: Training loss is: 1.444; Testing loss is: 4.288
19/03/2022 16:58:34 7: Training loss is: 0.003; Testing loss is: 0.018
19/03/2022 16:59:48 7: Training loss is: 0.018; Testing loss is: 0.080
19/03/2022 17:01:20 7: Training loss is: 0.014; Testing loss is: 0.014
19/03/2022 17:03:01 7: Training loss is: 0.029; Testing loss is: 0.025
19/03/2022 17:04:58 7: Training loss is: 0.008; Testing loss is: 0.016
19/03/2022 17:07:04 7: Training loss is: 0.030; Testing loss is: 0.005
19/03/2022 17:09:27 7: Training loss is: 0.003; Testing loss is: 0.020
19/03/2022 17:11:59 7: Training loss is: 0.009; Testing loss is: 0.026
19/03/2022 17:14:47 7: Training loss is: 0.012; Testing loss is: 0.021
19/03/2022 17:17:44 7: Training loss is: 0.017; Testing loss is: 0.013
19/03/2022 17:20:57 7: Training loss is: 0.026; Testing loss is: 0.004
19/03/2022 17:24:19 7: Training loss is: 0.023; Testing loss is: 0.018
19/03/2022 17:27:58 7: Training loss is: 0.009; Testing loss is: 0.019
19/03/2022 17:31:44 7: Training loss is: 0.005; Testing loss is: 0.008
19/03/2022 17:35:46 7: Training loss is: 0.041; Testing loss is: 0.008
19/03/2022 17:39:58 7: Training loss is: 0.002; Testing loss is: 0.015
19/03/2022 17:44:27 7: Training loss is: 0.025; Testing loss is: 0.053
19/03/2022 17:49:06 7: Training loss is: 0.016; Testing loss is: 0.031
19/03/2022 17:54:00 7: Training loss is: 0.020; Testing loss is: 0.053
19/03/2022 17:59:03 7: Training loss is: 0.011; Testing loss is: 0.022
19/03/2022 18:04:46 7: Training loss is: 0.025; Testing loss is: 0.003
19/03/2022 18:10:47 7: Training loss is: 0.022; Testing loss is: 0.049
19/03/2022 18:17:06 7: Training loss is: 0.022; Testing loss is: 0.045
19/03/2022 18:23:34 7: Training loss is: 0.010; Testing loss is: 0.075
19/03/2022 18:30:21 7: Training loss is: 0.021; Testing loss is: 0.027
19/03/2022 18:37:17 7: Training loss is: 0.017; Testing loss is: 0.049
19/03/2022 18:44:33 7: Training loss is: 0.008; Testing loss is: 0.024
19/03/2022 18:51:58 7: Training loss is: 0.020; Testing loss is: 0.006
19/03/2022 18:59:40 7: Training loss is: 0.022; Testing loss is: 0.018
19/03/2022 19:07:33 7: Training loss is: 0.004; Testing loss is: 0.021
19/03/2022 19:15:45 7: Training loss is: 0.015; Testing loss is: 0.035
19/03/2022 19:23:18 7: Training loss is: 0.005; Testing loss is: 0.043
19/03/2022 19:31:09 7: Training loss is: 0.012; Testing loss is: 0.097
19/03/2022 19:39:09 7: Training loss is: 0.005; Testing loss is: 0.009
19/03/2022 19:48:04 7: Training loss is: 0.013; Testing loss is: 0.004
19/03/2022 19:57:21 7: Training loss is: 0.023; Testing loss is: 0.004
19/03/2022 20:06:55 7: Training loss is: 0.013; Testing loss is: 0.008
19/03/2022 20:16:26 7: Training loss is: 0.013; Testing loss is: 0.011
19/03/2022 20:25:47 7: Training loss is: 0.008; Testing loss is: 0.043
19/03/2022 20:35:44 7: Training loss is: 0.006; Testing loss is: 0.020
19/03/2022 20:46:16 7: Training loss is: 0.010; Testing loss is: 0.042
19/03/2022 20:56:10 7: Training loss is: 0.007; Testing loss is: 0.010
19/03/2022 21:06:07 7: Training loss is: 0.005; Testing loss is: 0.057
19/03/2022 21:16:13 7: Training loss is: 0.008; Testing loss is: 0.055
19/03/2022 21:26:35 7: Training loss is: 0.012; Testing loss is: 0.088
19/03/2022 21:38:07 7: Training loss is: 0.009; Testing loss is: 0.102
19/03/2022 21:50:03 7: Training loss is: 0.011; Testing loss is: 0.110
19/03/2022 22:02:08 7: Training loss is: 0.023; Testing loss is: 0.050
19/03/2022 22:13:22 7: Training loss is: 0.007; Testing loss is: 0.011
19/03/2022 22:24:45 7: Training loss is: 0.026; Testing loss is: 0.016
19/03/2022 22:36:26 7: Training loss is: 0.024; Testing loss is: 0.011
19/03/2022 22:48:15 7: Training loss is: 0.008; Testing loss is: 0.014
19/03/2022 23:00:22 7: Training loss is: 0.026; Testing loss is: 0.043
19/03/2022 23:12:36 7: Training loss is: 0.030; Testing loss is: 0.032
19/03/2022 23:25:07 7: Training loss is: 0.024; Testing loss is: 0.012
19/03/2022 23:38:27 7: Training loss is: 0.014; Testing loss is: 0.053
19/03/2022 23:52:44 7: Training loss is: 0.016; Testing loss is: 0.048
20/03/2022 00:07:10 7: Training loss is: 0.004; Testing loss is: 0.129
20/03/2022 00:20:46 7: Training loss is: 0.004; Testing loss is: 0.077
20/03/2022 00:21:33 8: Training loss is: 2.938; Testing loss is: 6.011
20/03/2022 00:22:38 8: Training loss is: 0.015; Testing loss is: 0.076
20/03/2022 00:23:52 8: Training loss is: 0.024; Testing loss is: 0.034
20/03/2022 00:25:23 8: Training loss is: 0.003; Testing loss is: 0.010
20/03/2022 00:27:02 8: Training loss is: 0.017; Testing loss is: 0.008
20/03/2022 00:28:59 8: Training loss is: 0.023; Testing loss is: 0.010
20/03/2022 00:31:05 8: Training loss is: 0.006; Testing loss is: 0.011
20/03/2022 00:33:27 8: Training loss is: 0.009; Testing loss is: 0.032
20/03/2022 00:35:58 8: Training loss is: 0.007; Testing loss is: 0.017
20/03/2022 00:38:46 8: Training loss is: 0.025; Testing loss is: 0.004
20/03/2022 00:41:43 8: Training loss is: 0.013; Testing loss is: 0.053
20/03/2022 00:45:01 8: Training loss is: 0.016; Testing loss is: 0.026
20/03/2022 00:48:42 8: Training loss is: 0.015; Testing loss is: 0.040
20/03/2022 00:52:38 8: Training loss is: 0.013; Testing loss is: 0.026
20/03/2022 00:56:39 8: Training loss is: 0.021; Testing loss is: 0.006
20/03/2022 01:00:50 8: Training loss is: 0.017; Testing loss is: 0.110
20/03/2022 01:05:02 8: Training loss is: 0.007; Testing loss is: 0.098
20/03/2022 01:09:31 8: Training loss is: 0.013; Testing loss is: 0.014
20/03/2022 01:14:08 8: Training loss is: 0.018; Testing loss is: 0.016
20/03/2022 01:19:03 8: Training loss is: 0.025; Testing loss is: 0.029
20/03/2022 01:24:05 8: Training loss is: 0.006; Testing loss is: 0.016
20/03/2022 01:29:25 8: Training loss is: 0.011; Testing loss is: 0.017
20/03/2022 01:35:02 8: Training loss is: 0.023; Testing loss is: 0.016
20/03/2022 01:41:22 8: Training loss is: 0.011; Testing loss is: 0.030
20/03/2022 01:47:49 8: Training loss is: 0.007; Testing loss is: 0.028
20/03/2022 01:54:02 8: Training loss is: 0.013; Testing loss is: 0.015
20/03/2022 02:00:21 8: Training loss is: 0.014; Testing loss is: 0.011
20/03/2022 02:06:55 8: Training loss is: 0.039; Testing loss is: 0.008
20/03/2022 02:13:42 8: Training loss is: 0.011; Testing loss is: 0.052
20/03/2022 02:21:25 8: Training loss is: 0.033; Testing loss is: 0.012
20/03/2022 02:29:19 8: Training loss is: 0.010; Testing loss is: 0.008
20/03/2022 02:37:14 8: Training loss is: 0.004; Testing loss is: 0.134
20/03/2022 02:45:32 8: Training loss is: 0.010; Testing loss is: 0.020
20/03/2022 02:54:11 8: Training loss is: 0.015; Testing loss is: 0.059
20/03/2022 03:02:59 8: Training loss is: 0.016; Testing loss is: 0.031
20/03/2022 03:12:05 8: Training loss is: 0.019; Testing loss is: 0.069
20/03/2022 03:21:17 8: Training loss is: 0.007; Testing loss is: 0.041
20/03/2022 03:29:56 8: Training loss is: 0.006; Testing loss is: 0.101
20/03/2022 03:38:43 8: Training loss is: 0.012; Testing loss is: 0.003
20/03/2022 03:48:42 8: Training loss is: 0.015; Testing loss is: 0.007
20/03/2022 03:58:02 8: Training loss is: 0.021; Testing loss is: 0.007
20/03/2022 04:07:35 8: Training loss is: 0.011; Testing loss is: 0.019
20/03/2022 04:17:17 8: Training loss is: 0.017; Testing loss is: 0.004
20/03/2022 04:27:15 8: Training loss is: 0.009; Testing loss is: 0.008
20/03/2022 04:37:22 8: Training loss is: 0.014; Testing loss is: 0.049
20/03/2022 04:47:46 8: Training loss is: 0.023; Testing loss is: 0.032
20/03/2022 04:58:15 8: Training loss is: 0.008; Testing loss is: 0.013
20/03/2022 05:09:02 8: Training loss is: 0.005; Testing loss is: 0.019
20/03/2022 05:19:57 8: Training loss is: 0.019; Testing loss is: 0.079
20/03/2022 05:31:09 8: Training loss is: 0.012; Testing loss is: 0.012
20/03/2022 05:42:29 8: Training loss is: 0.012; Testing loss is: 0.013
20/03/2022 05:54:30 8: Training loss is: 0.018; Testing loss is: 0.040
20/03/2022 06:06:50 8: Training loss is: 0.027; Testing loss is: 0.011
20/03/2022 06:20:08 8: Training loss is: 0.019; Testing loss is: 0.015
20/03/2022 06:33:24 8: Training loss is: 0.023; Testing loss is: 0.029
20/03/2022 06:46:29 8: Training loss is: 0.030; Testing loss is: 0.011
20/03/2022 06:59:09 8: Training loss is: 0.015; Testing loss is: 0.112
20/03/2022 07:12:57 8: Training loss is: 0.022; Testing loss is: 0.004
20/03/2022 07:27:18 8: Training loss is: 0.030; Testing loss is: 0.042
20/03/2022 07:40:49 8: Training loss is: 0.002; Testing loss is: 0.063
20/03/2022 07:41:40 9: Training loss is: 1.070; Testing loss is: 9.390
20/03/2022 07:42:51 9: Training loss is: 0.010; Testing loss is: 0.034
20/03/2022 07:44:11 9: Training loss is: 0.011; Testing loss is: 0.065
20/03/2022 07:45:50 9: Training loss is: 0.006; Testing loss is: 0.050
20/03/2022 07:47:30 9: Training loss is: 0.012; Testing loss is: 0.012
20/03/2022 07:49:26 9: Training loss is: 0.005; Testing loss is: 0.043
20/03/2022 07:51:31 9: Training loss is: 0.013; Testing loss is: 0.020
